Churn,gender,SeniorCitizen,Partner,Dependents,tenure,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges
False,Female,False,No,No,3,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.5
True,Male,False,No,No,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9
False,Female,True,No,No,31,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.55
False,Male,False,Yes,No,42,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,108.3
False,Female,False,Yes,Yes,71,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),87.25
True,Male,False,No,No,24,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,96.0
False,Female,False,Yes,Yes,13,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,63.15
True,Male,False,No,No,1,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),24.8
False,Female,False,No,No,38,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),68.15
False,Male,False,Yes,Yes,4,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.5
False,Female,False,Yes,Yes,68,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.05
False,Female,False,Yes,No,61,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.3
False,Male,False,Yes,Yes,16,No,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Mailed check,64.25
True,Female,False,Yes,No,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,78.8
False,Male,False,Yes,No,46,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Mailed check,65.65
False,Male,True,Yes,Yes,72,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),104.1
True,Male,False,No,No,4,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,77.85
False,Male,False,No,No,5,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95
False,Female,False,Yes,No,60,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.15
True,Male,False,Yes,No,10,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.1
False,Male,False,No,No,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.2
False,Female,True,Yes,No,39,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Mailed check,99.1
False,Female,False,No,No,72,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),73.0
True,Female,False,Yes,Yes,49,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),107.95
False,Male,False,No,Yes,62,No,DSL,Yes,Yes,No,No,No,No,One year,No,Bank transfer (automatic),56.15
True,Female,False,No,Yes,1,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,73.6
True,Female,False,Yes,No,34,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.65
False,Male,False,No,No,3,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.7
True,Female,False,No,No,48,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),107.4
True,Female,True,Yes,No,43,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),55.55
True,Female,False,No,No,6,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.05
False,Male,False,No,No,4,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,55.3
False,Female,False,No,No,25,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,61.05
True,Female,True,No,No,25,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,102.8
False,Female,False,No,No,51,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.95
False,Female,True,No,No,2,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),83.8
False,Female,False,No,No,66,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),104.55
False,Male,False,Yes,Yes,72,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,89.4
True,Female,False,No,No,9,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.15
True,Male,False,Yes,Yes,17,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.4
False,Female,False,No,No,46,No,DSL,No,No,No,No,No,Yes,One year,No,Credit card (automatic),55.65
True,Male,False,Yes,Yes,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.5
False,Male,False,No,No,11,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.5
False,Male,False,Yes,No,51,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),83.25
False,Female,False,Yes,No,62,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,81.0
False,Male,True,Yes,No,23,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.75
False,Female,False,Yes,Yes,28,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),82.85
True,Female,False,Yes,No,3,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.75
False,Male,False,Yes,No,48,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.25
True,Female,True,Yes,No,66,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),105.95
False,Female,False,Yes,Yes,24,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),78.6
False,Male,False,No,No,19,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,69.6
True,Male,False,Yes,No,5,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,85.4
False,Male,False,Yes,Yes,10,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),53.7
False,Female,False,No,No,5,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,82.75
False,Male,True,Yes,No,65,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),92.7
False,Female,True,Yes,No,72,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),84.1
True,Female,False,No,No,7,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.7
True,Female,False,No,No,45,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,87.25
False,Male,False,Yes,No,9,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,68.95
False,Female,False,Yes,Yes,70,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,80.7
False,Male,False,No,Yes,30,No,DSL,No,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),64.5
False,Male,False,Yes,Yes,68,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.7
False,Female,False,No,No,31,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.95
False,Male,False,No,Yes,31,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),25.0
True,Male,False,No,No,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.35
True,Male,False,No,No,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.8
False,Female,True,No,No,5,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,80.7
False,Female,False,Yes,Yes,35,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),54.95
False,Female,False,Yes,No,71,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),87.95
False,Female,False,Yes,Yes,71,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),100.5
False,Female,True,No,No,57,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),69.85
False,Male,False,No,No,8,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),25.25
False,Female,False,No,Yes,67,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),106.6
True,Male,False,Yes,Yes,47,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.35
False,Male,False,Yes,Yes,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.2
False,Female,False,Yes,No,4,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.15
False,Male,False,Yes,Yes,16,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,84.9
True,Male,False,No,No,2,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.0
False,Female,False,Yes,No,23,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,54.25
False,Male,False,Yes,Yes,12,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.5
False,Female,False,Yes,Yes,15,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),76.5
False,Male,False,Yes,No,32,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Mailed check,70.5
False,Male,False,No,No,25,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.9
False,Male,False,Yes,Yes,36,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.45
False,Female,False,Yes,Yes,72,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),85.3
False,Male,False,No,No,45,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),112.2
False,Female,False,No,No,29,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),100.55
False,Male,False,Yes,Yes,56,No phone service,DSL,No,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),36.1
True,Male,False,Yes,No,67,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),90.6
False,Male,False,Yes,Yes,8,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),51.3
False,Male,False,No,No,68,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.55
False,Female,False,No,Yes,62,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),26.0
False,Female,True,Yes,No,31,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,90.7
False,Male,False,No,No,6,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.65
False,Female,False,No,No,8,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.0
True,Male,True,No,No,3,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.0
False,Female,False,Yes,Yes,7,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,50.7
False,Male,False,No,No,68,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),101.35
True,Male,True,Yes,No,7,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),94.7
False,Female,False,Yes,Yes,14,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),59.45
True,Male,False,No,No,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.6
False,Male,False,Yes,No,55,No,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Electronic check,58.6
False,Female,False,No,No,6,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,63.4
False,Female,False,Yes,Yes,28,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.55
False,Male,False,No,Yes,13,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),66.4
False,Male,True,Yes,No,23,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.45
False,Male,False,Yes,No,15,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,18.8
False,Female,False,Yes,Yes,37,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,26.45
False,Female,False,No,No,23,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24.8
True,Male,True,Yes,No,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.55
False,Male,False,Yes,Yes,38,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),81.0
False,Male,False,No,No,22,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.25
True,Female,False,Yes,No,38,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,105.0
False,Male,False,Yes,Yes,53,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.4
False,Female,False,No,No,2,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.4
False,Female,False,Yes,Yes,72,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),108.3
True,Male,False,No,Yes,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.3
False,Female,False,Yes,Yes,69,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),54.95
False,Male,True,Yes,No,35,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,94.55
False,Male,False,Yes,Yes,24,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.8
True,Female,False,Yes,No,53,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.8
False,Male,False,No,No,15,No phone service,DSL,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,50.75
False,Female,False,No,No,16,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,38.9
False,Male,False,No,No,33,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),79.0
False,Male,False,Yes,No,3,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.0
True,Male,False,Yes,Yes,9,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,29.95
False,Female,False,Yes,Yes,23,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,57.75
True,Female,True,No,No,30,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.7
False,Male,False,Yes,Yes,51,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,23.95
False,Female,False,Yes,No,60,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),60.8
False,Female,False,No,No,13,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),30.85
False,Male,True,Yes,No,9,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.25
False,Female,False,Yes,Yes,14,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),80.9
False,Male,False,Yes,No,34,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.05
False,Male,True,No,No,33,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),24.9
False,Female,False,Yes,Yes,71,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Electronic check,76.05
False,Male,True,No,No,16,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,69.65
True,Male,False,Yes,No,71,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,49.35
False,Male,False,No,No,26,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.65
False,Male,False,Yes,Yes,49,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,97.95
False,Female,True,No,No,45,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),85.7
False,Male,False,Yes,Yes,33,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.6
True,Female,True,No,No,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.2
False,Female,False,Yes,No,45,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),95.2
False,Female,False,No,No,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.1
False,Female,False,No,No,46,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),74.8
False,Female,False,Yes,Yes,33,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,79.15
False,Female,True,Yes,No,25,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),69.5
